id;name;natural_rating;desciption;inci_name;rating;categories
23;Olej arganowy;1;"Olejek arganowy pozyskiwany jest ze s³ynnych wiecznie zielonych marokañskich drzew arganowych. Mo¿na je znaleŸæ wy³¹cznie w Maroku, poniewa¿ rosn¹ w surowym klimacie. Owoce arganowe przypominaj¹ wygl¹dem œliwki.

Olejek arganowy s³ynie z masy sk³adników od¿ywczych, takich jak:
• Kwasy t³uszczowe omega-6, które odm³adzaj¹ skórê;
• Obecnoœæ kwasu linolowego, który nie jest wytwarzany przez nasz organizm;
• Obecnoœæ sk³adników przeciwzapalnych: tokoferolu i polifenolu;
• Znane ze swoich zalet witaminy F, A, E.

Olejek arganowy ceniony jest za dobroczynny wp³yw na skórê, poniewa¿ chroni skórê przed promieniami UV, nasyca j¹ u¿ytecznymi witaminami i od¿ywia. Kosmetolodzy zalecaj¹ stosowanie tego olejku w³aœcicielom skóry suchej i odwodnionej, poniewa¿ jest hipoalergiczny, a zawarta w olejku witamina E przyczynia siê do intensywnego nawil¿enia skóry twarzy.

Kosmetolodzy twierdz¹, ¿e regularne stosowanie olejku wyg³adza drobne i g³êbokie zmarszczki, nadaje twarzy zdrowy wygl¹d i poprawia strukturê w³osów. Olejek stosuje siê w masa¿ach, poniewa¿ szybko siê wch³ania. Jeœli masujesz nim skórê g³owy, to dziêki poprawie ukrwienia skóry i szybkiemu wch³anianiu siê olejku, mo¿esz spodziewaæ siê wzrostu i zagêszczenia samych w³osów, co sprawia, ¿e ??w³osy s¹ mocne i zdrowo wygl¹daj¹ce.

Olejek arganowy przydaje siê nie tylko w kosmetologii, ale tak¿e w medycynie. Olejek pomaga przy zaburzeniach odpornoœci, chorobach serca, a tak¿e ³agodzi bóle miêœni i stawów. Wspomaga regeneracjê uszkodzonej skóry i intensywniejsz¹ regeneracjê nowych komórek, dlatego jest stosowany przy oparzeniach i uszkodzeniach skóry. Ze wzglêdu na w³aœciwoœci wyg³adzaj¹ce skórê olejek stosuje siê na blizny. ";ARGANIA SPINOSA KERNEL OIL;1;{Emolient}
24;Arginina;2;"Arginina jest aminokwasem niezbêdnym przez ca³e ¿ycie i jest czêœci¹ bia³ka. Wytwarzany jest w organizmie zdrowego cz³owieka w iloœci wystarczaj¹cej do jego normalnego funkcjonowania. Synteza argininy zachodzi tylko w sprzyjaj¹cych okolicznoœciach, a jej brak mo¿e prowadziæ do znacznego pogorszenia stanu zdrowia.

Arginina stymuluje produkcjê w³asnego kolagenu, od tego bezpoœrednio zale¿y uroda i zdrowie cz³owieka: wyg³adzaj¹ siê zmarszczki, uruchamiany jest mechanizm przeciwdzia³aj¹cy przedwczesnemu starzeniu siê skóry. Jako sk³adnik kosmetyków Arginina pomaga zwiêkszyæ elastycznoœæ skóry, wspomaga regeneracjê i gojenie tkanek oraz zauwa¿alnie poprawia cerê. Dodatkowo preparaty z jego zawartoœci¹ pomagaj¹ niwelowaæ mikrouszkodzenia skóry.

Sk³adnik uczestniczy w tworzeniu substancji rozszerzaj¹cych naczynia krwionoœne, stymuluje ich wzrost, poprawiaj¹c ukrwienie, dotlenienie i od¿ywienie tkanek cia³a (w tym w³osów), przed³u¿aj¹c ich m³odoœæ i stymuluj¹c regeneracjê. W ramach masek na twarz element ma wyraŸny efekt liftingu.

Arginina jest czêsto zawarta w kremach po opalaniu, a tak¿e w niektórych produktach intymnych.

W szamponach i maskach do w³osów sk³adnik stymuluje wzrost w³osów i zapobiega ich wypadaniu. ";ARGININE;1;{Substancja aktywna}
25;Kwas askorbinowy;2;"Aktywna forma witaminy C, która jest wysoce niestabilna. Ma to bardzo niekorzystne konsekwencje, polegaj¹ce na rozk³adzie substancji pod wp³ywem czynników zewnêtrznych (temperatura, tlen, œwiat³o, zaburzenia pH), co prowadzi do utraty cennych w³aœciwoœci witaminy C. Na utratê stabilnoœci i w³aœciwoœci wp³ywa równie¿ zawartoœæ jonów metali ciê¿kich, g³ównie miedzi i ¿elaza, dlatego firmy kosmetyczne zamiast kwasu L-askorbinowego stosuj¹ w swoich produktach jego pochodne. Kwas L-askorbinowy w postaci liposomalnej jest stosowany w formu³ach kosmetycznych (patrz akapit powy¿ej). Czysta forma witaminy C polecana jest dla skóry t³ustej z nadmiern¹ produkcj¹ sebum. Stabilny przy pH 3,5 lub ni¿szym.

Zalety:
Wysoka wydajnoœæ,
Szybki efekt rozœwietlenia i poprawy kolorytu skóry.
Wady:
Niska stabilnoœæ po rozpuszczeniu w wodzie,
Powoduje liczne podra¿nienia u osób z cer¹ wra¿liw¹ - niskie pH i kwaœny charakter,
Koniecznoœæ dodania alkoholu i glikoli do produktu kosmetycznego – przejœciowo dla kwasu L-askorbinowego,
Wymagane jest niskie pH (poni¿ej 3,5) – to gwarancja przenikania kwasu L-askorbinowego przez warstwê rogow¹ naskórka.";ASCORBIC ACID;1;{Substancja aktywna}
26;Glukozyd askorbylu;2;"Wykonany z witaminy C i skrobi jest form¹ kwasu askorbinowego stabilizowan¹ cz¹steczk¹ glukozy. Takie po³¹czenie zapewnia jego stopniowe uwalnianie i wch³anianie do warstw naskórka pod wp³ywem enzymu obecnego w ?-glukozydazie skóry. Wyrównuje koloryt skóry i rozjaœnia plamy starcze. Zachowuje wszystkie w³aœciwoœci kwasu L-askorbinowego, wykazuj¹c siê znacznie g³êbsz¹ penetracj¹, stabilnoœci¹ w kosmetykach, a co za tym idzie skutecznoœci¹. Ta forma witaminy C jest stabilna przy pH 6,5-7,5.

Zalety:
£agodniejszy efekt ni¿ kwas L-askorbinowy
Wiêksza stabilnoœæ w porównaniu do czystej formy witaminy C,
Korzystny wp³yw na skórê w szerszym zakresie pH,
zdolnoœæ wnikania w g³êbsze warstwy skóry,
Skuteczny na pigmentacjê.
Wady:
Mo¿liwoœæ podra¿nienia skóry.";ASCORBYL GLUCOSIDE;2;{Substancja aktywna}
27;Palmitynian askorbylu;2;"Palmitynian askorbylu jest rodzajem witaminy C. Witaminê tê mo¿na znaleŸæ w prawie wszystkich pokarmach roœlinnych, takich jak cytryna, pomarañcza, dzika ró¿a, czerwona papryka, ziemniaki i wiele innych produktów spo¿ywczych. Jest uwa¿ana za witaminê przeciwstarzeniow¹ ze wzglêdu na w³aœciwoœci przeciwutleniaj¹ce. „Kontroluje” produkcjê kolagenu w komórkach. Witamina C ma korzystny wp³yw na skórê, a mianowicie: • Stymuluje syntezê kolagenu; • Dzia³a przeciwzapalnie, na tr¹dzik; • Koryguje plamy starcze; • Silny antyoksydant, spowalnia procesy starzenia; • Chroni skórê przed œrodowiskiem zewnêtrznym. Palmitynian askorbylu dobrze rozpuszcza siê w t³uszczach, ale jego przenikanie do naskórka jest ograniczone ze wzglêdu na powoli uwalniany ze skóry kwas askorbinowy. Ten rodzaj witaminy C mo¿e leczyæ rany powsta³e w wyniku „bliskiego” kontaktu ze s³oñcem, dlatego znajduje zastosowanie w kosmetykach pos³onecznych. Kosmetolodzy zalecaj¹ stosowanie palmitynianu askorbylu osobom o wra¿liwej skórze.";ASCORBYL PALMITATE;1;{Pochodna witaminy C, Konserwant, Przeciwutleniacz, Rozjaœnia skórê, Od¿ywia skórê, Stymuluje mikrokr¹¿enie. }
28;Witamina C;2;"W³aœciwoœci kosmetyczne

    znakomicie przenika przez barierê skórn¹, przy równym wk³adzie kwasu L-askorbinowego i tetraizopalmitynianu askorbylu, po 2 godzinach zaobserwowano wiêksz¹ iloœæ witaminy C w fibroblastach w wariancie z postaci¹ rozpuszczaln¹ w t³uszczach
     blokuje peroksydacjê lipidów skóry
    rozjaœnia plamy starcze
    wybiela skórê, blokuj¹c enzym tyrozynazê
    wyrównuje koloryt cery
    stymuluje kolagenezê (przy braku witaminy C zmniejsza siê kolageneza)
    uszczelnia œciany naczyñ w³osowatych
    czynnik przeciwzapalny (jako bloker interleukiny 10, (IL0) cytokiny zapalnej
    chroni DNA przed promieniami UV
    znacznie wy¿sza ni¿ kwas L-askorbinowy hamuje dzia³anie proteaz rozk³adaj¹cych kolagen (potwierdzone pomiarami)
    Przyspiesza podzia³ ludzkich fibroblastów
    wykazuje wyraŸne dzia³anie antyoksydacyjne, hamuje utlenianie sebum (co zmniejsza stan zapalny skóry) oraz blokuje destrukcyjne dzia³anie tlenu singletowego.

 

    Produkty kosmetyczne
    Serum i intensywne kremy na noc, które poprawiaj¹ produkcjê kolagenu i blokuj¹ enzymy powoduj¹ce rozpad kolagenu
    Produkty do wybielania skóry, w tym plamy starcze kobiet w ci¹¿y i plamy starcze
    Œrodki przeciwstarzeniowe stymuluj¹ce proliferacjê fibroblastów
    Leki przeciwzapalne (toniki, balsamy, maseczki) dla skóry t³ustej i sk³onnej do stanów zapalnych
    Ochronne kremy na dzieñ, szczególnie latem (a tak¿e w miejscach o intensywnym nas³onecznieniu).
    Produkty po opalaniu, produkty przeciw opalaniu, olejki do masa¿u
    Wzmacniaj¹ce formu³y, kompleksowa pielêgnacja antyoksydacyjna i przeciwstarzeniowa
    Pielêgnacja skóry ze s³abymi naczynkami, kremy do stóp, kremy do cery atonicznej ";ASCORBYL TETRAISOPALMITATE;1;{Substancja aktywna}
29;Mas³o murumuru;1;"Olejek Murumuru to kolejny olejek nawil¿aj¹cy, ale prawdopodobnie nie jest Ci znajomy lub wydaje siê, ¿e nie jesteœ znajomy. Jeœli naprawdê chcesz sprawdziæ etykiety swoich produktów do pielêgnacji skóry, produktów do pielêgnacji w³osów, a nawet kosmetyków, mo¿esz znaleŸæ na liœcie sk³adnik od¿ywczy. Olejek Murumuru to sk³adnik ukryty w wielu kosmetykach ze wzglêdu na swoj¹ zmiêkczaj¹c¹ konsystencjê i w³aœciwoœci nawil¿aj¹ce.

Olejek Murumuru wci¹¿ nie jest zbyt znajomy lub wydaje siê byæ. Jeœli naprawdê chcesz sprawdziæ etykiety produktów do pielêgnacji skóry, produktów do pielêgnacji w³osów, a nawet kosmetyków. Dlatego czas na uznanie, na jakie zas³uguje olej Murumuru.

Olejek Murumura jest wyj¹tkowy, poniewa¿ ma ni¿sz¹ temperaturê topnienia ni¿ wiele innych olejków, dziêki czemu jest lœni¹cy. Poniewa¿ topi siê w ten sposób, mo¿esz po prostu u¿yæ trochê do lekkiego nawil¿enia lub du¿o, aby uzyskaæ wiêcej oleju do cia³a. Odpowiedni dla wszystkich rodzajów skóry, olej Murumuru jest równie¿ bogaty w kwasy t³uszczowe i witaminê A, które wspieraj¹ zdrowe funkcjonowanie komórek i zapobiegaj¹ uszkodzeniom komórek. ";Astrocarium Murumuru Seed Oil;1;{Emolient}
30;Mas³o Tucuma ;1;Mas³o Tucuma to bia³o-¿ó³ty t³uszcz w postaci sta³ej, bogaty w polifenole i karotenoidy. Pomaga zwalczaæ wolne rodniki i zapewnia dzia³anie przeciwutleniaj¹ce, chroni¹c w³osy i skórê przed szkodliwymi czynnikami œrodowiskowymi, takimi jak zanieczyszczenia i promieniowanie UV/œwiat³o s³oneczne. To bogate, nawil¿aj¹ce mas³o mo¿e byæ u¿ywane samodzielnie lub w formie mas³a do masa¿u cia³a, myde³, kremów, balsamów i od¿ywek. ;ASTROCARYUM TUCUMA SEED BUTTER;1;{Emolient}
31;Mas³o Tucuma ;1;Mas³o Tucuma to bia³o-¿ó³ty t³uszcz w postaci sta³ej, bogaty w polifenole i karotenoidy. Pomaga zwalczaæ wolne rodniki i zapewnia dzia³anie przeciwutleniaj¹ce, chroni¹c w³osy i skórê przed szkodliwymi czynnikami œrodowiskowymi, takimi jak zanieczyszczenia i promieniowanie UV/œwiat³o s³oneczne. To bogate, nawil¿aj¹ce mas³o mo¿e byæ u¿ywane samodzielnie lub w formie mas³a do masa¿u cia³a, myde³, kremów, balsamów i od¿ywek. ;ASTROCARYUM VULGARE KERNEL OIL;1;{Emolient}
32;Ekstrakt z nasion owsa;1;"Najbezpieczniejszy sk³adnik w kosmetologii. Nadaje siê do codziennego u¿ytku. Owies znany jest z ³agodnego dzia³ania na skórê. W ramach kremów, peelingów i toników odpowiada za nawil¿enie, od¿ywienie i delikatne oczyszczenie.

Owies nale¿y do najstarszych roœlin uprawnych. Cz³owiek zacz¹³ j¹ uprawiaæ oko³o 1000 roku p.n.e. Wiadomo, ¿e kultura ta by³a szczególnie czczona przez rycerzy Zakonu Krzy¿ackiego - pomog³a przetrwaæ trudne warunki polowe.

Przez ca³y czas roœlina ta s³u¿y³a jako ¿ywnoœæ, lekarstwo i sk³adnik w przemyœle kosmetycznym.
Bogaty sk³ad jest trudny do wyliczenia – ekstrakt zawiera witaminy z grupy B, olejki eteryczne, kwasy organiczne, pierwiastki œladowe i aminokwasy.

Przede wszystkim ekstrakt z owsa zmiêkcza i koi skórê. Kosmetolodzy zalecaj¹ stosowanie go na suchoœæ i nadwra¿liwoœæ. Ten delikatny zabieg leczy problematyczn¹ skórê i przywraca jej naturaln¹ odpornoœæ. Ekstrakt z owsa to niesamowity przeciwutleniacz: hamuje procesy utleniania wywo³ane œwiat³em ultrafioletowym. Sk³adnik jest aktywnie wykorzystywany w kosmetykach anti-age: stymuluje oddychanie komórkowe, zatrzymuje wilgoæ w naskórku i wyrównuje ogólne ukojenie skóry. ";AVENA SATIVA KERNEL EXTRACT;1;{Substancja aktywna, Ekstrakt}
33;Ekstrakt bacopa monnieri;1;"Bacopa monnier (Brahmi; Bacopa monnieri) to wieloletnia zielna roœlina pe³zaj¹ca, której aktywny sk³adnik ma zdolnoœæ stymulowania produkcji kolagenu w celu aktywacji procesów metabolicznych w skórze, normalizacji regeneracji komórek i spowolnienia starzenia.

Bacopa ma w³aœciwoœci antyoksydacyjne, zapewniaj¹c dzia³anie odm³adzaj¹ce na poziomie komórkowym, zmniejszaj¹c widocznoœæ drobnych linii i zmarszczek, poprawiaj¹c koloryt skóry i przywracaj¹c¹ elastycznoœæ.

Sk³adnik zawiera azjatykozyd, substancjê pomocnicz¹, która niszczy pow³okê ochronn¹ bakterii i os³abia funkcje ochronne patogenów. Dzia³a antyseptycznie i skutecznie ³agodzi stany zapalne i zaczerwienienia, leczy wiele schorzeñ skóry od wysypek po ³uszczycê. Sk³adnik równie¿ oczyszcza i zapewnia ochronê antyseptyczn¹ zdrowej skóry.

Substancja doskonale nadaje siê do pielêgnacji wra¿liwej i zapalnej skóry, przyspieszaj¹c gojenie siê ran, owrzodzeñ, skaleczeñ, aktywuj¹c kr¹¿enie krwi w dotkniêtych obszarach. Ponadto wspomaga resorpcjê pieczêci, starych blizn i blizn oraz zapobiega pojawianiu siê nowych.

W ramach produktów i kompleksów leczniczych do w³osów brahmi przyspiesza proces odnowy komórek skóry g³owy, poprawia kr¹¿enie krwi, wzmacnia cebulki w³osów, stymuluje ich aktywny wzrost i zapobiega wypadaniu w³osów. Produkty Bacopa s¹ szczególnie skuteczne w przypadku w³osów matowych i pozbawionych ¿ycia, przywracaj¹ blask, zdrowie, blask i elastycznoœæ.

Sk³adnik ma wyraŸne dzia³anie antycellulitowe i wchodzi w sk³ad produktów modeluj¹cych sylwetkê.";BACOPA MONNIERI EXTRACT;1;{Substancja aktywna, Ekstrakt}
34;Chlorek dokozylotrójmetyloamoniowy;2;Œrodek czyszcz¹cy/kondycjonuj¹cy (znany w terminach technicznych jako „kationowy czwartorzêdowy zwi¹zek amoniowy”) pochodz¹cy z oleju rzepakowego uzyskanego z nasion Brassica rapa, var. nasiona oleiste (rzepa oleista). Pielêgnuje, rozp³¹tuje w³osy, przeciwdzia³a elektryzowaniu, zmiêkcza i pomaga wzmocniæ w³osy. Poniewa¿ jest pochodzenia roœlinnego, a nie petrochemicznego, nie powleka, ale penetruje ³odygê w³osa, zapewniaj¹c silne efekty pielêgnacyjne. W niektórych zastosowaniach dzia³a równie¿ jako konserwant. Chlorek bechentrimonium to czwartorzêdowa sól amoniowa stosowana jako konserwant, œrodek antystatyczny, przeciw zamarzaniu, emulgator i od¿ywka do w³osów. Stosowany jest g³ównie w produktach do pielêgnacji w³osów, takich jak od¿ywka, farba i pianka.;BEHENTRIMONIUM CHLORIDE;1;"{Substancja myj¹ca, Substancja kondycjonuj¹ca, Konserwant, Substancja antystatyczna, Substancja powierzchniowo czynna, Substancja wyg³adzaj¹ca, Substancja zmiêkczaj¹ca
}"
35;Benzotriazolyl Dodecyl p-Cresol;3;Substancja pochodzenia chemicznego. Jest sklasyfikowany jako absorber UV. Stabilizator zapobiegaj¹cy blakniêciu produktu, gdy jest on nara¿ony na dzia³anie promieni s³onecznych.;BENZOTRIAZOLYL DODECYL P-CRESOL;3;{Filtr UV}
36;Alkohol benzylowy ;2;"Ten produkt znajduje siê w wielu kosmetykach. Wiele osób boi siê alkoholu w preparatach, poniewa¿ podra¿nia i wysusza skórê. I tak naprawdê s¹ alkohole, które nale¿y stosowaæ ostro¿nie, ale nie wszystkie.

Alkohol benzylowy mo¿na znaleŸæ w ró¿nych produktach spo¿ywczych, takich jak morele, fasola, kakao, ¿urawina, grzyby i miód. Alkohol benzylowy znajduje siê równie¿ w olejkach eterycznych wielu roœlin, w tym jaœminu, hiacyncie i ylang ylang.

Oprócz dzia³ania przeciwutleniaj¹cego w niektórych formu³ach, alkohol benzylowy nie ma ¿adnych szczególnych przeciwwskazañ dla Twojej skóry, ale raczej pomaga zoptymalizowaæ formu³y pielêgnacyjne, aby lepiej dzia³a³y na naskórek.


Oto kilka kluczowych sposobów, w jakie alkohol benzylowy pomaga Twoim produktom dzia³aæ wydajniej:

• Zatrzymuje produkt. Alkohol benzylowy dzia³a jako konserwant w produktach do pielêgnacji skóry i urody ze wzglêdu na jego zdolnoœæ do zabijania zarazków, zw³aszcza paso¿ytów;

• Stabilizuje formu³ê. Sk³adnik dzia³a równie¿ jako œrodek stabilizuj¹cy przed rozpadem oksydacyjnym produktu, co oznacza, ¿e ??pozwala produktom dzia³aæ wydajniej przez d³u¿szy czas;

• Posiada aktywnoœæ antyoksydacyjn¹;

• Rozpuszcza sk³adniki. Alkohol benzylowy dzia³a równie¿ jako rozpuszczalnik i pomaga w rozpuszczeniu innych sk³adników w formule produktu;

• Nadaje przyjemny aromat. Alkohol benzylowy, podobnie jak alkohol aromatyczny, ma naturalny aromat i wydziela lekko s³odki zapach.

Alkohol benzylowy mo¿na znaleŸæ w kosmetykach takich jak:

• Kremy do skóry;
• Szampony;
• Perfumy;
• Kosmetyki pielêgnacyjne do skóry i w³osów. ";BENZYL ALCOHOL;1;{Konserwant, Rozpuszczalnik, sk³adnik kompozycji zapachowej, regulator lepkoœci}
37;Benzoesan benzylu;3;"to syntetyczna substancja chemiczna stosowana jako sk³adnik zapachu, œrodka konserwuj¹cego i rozpuszczalnika.

Benzoesan benzylu jest estrem benzoesanu wytworzonym przez formaln¹ kondensacjê kwasu benzoesowego z alkoholem benzylowym.

Zosta³ wyizolowany z gatunków roœlin z rodzaju Polyalthia (Polyullia). Zosta³ zidentyfikowany jako jeden z g³ównych lotnych sk³adników aromatycznych kwiatów ¿urawiny i mango.


Jako konserwant bakteriostatyczny alkohol benzylowy hamuje wzrost bakterii, ale niekoniecznie je zabija. Jest to w przeciwieñstwie do œrodków bakteriobójczych, które zabijaj¹ bakterie. Poniewa¿ alkohol benzylowy nie mo¿e zabijaæ bakterii, zwykle ³¹czy siê go z innymi konserwantami w preparatach kosmetycznych.

Ponadto mo¿na go bezpiecznie u¿ywaæ w czasie ci¹¿y.


W³aœciwoœci benzoesanu benzylu w produktach kosmetycznych:

• Nadaje produktowi przyjemny zapach;
• Kontroluje poziom pH w produkcie;
• Chroni skórê przed zanieczyszczeniami;
• Jest rozpuszczalnikiem innych sk³adników.


Benzoesan benzylu jest stosowany w szerokiej gamie kosmetyków i produktów do pielêgnacji cia³a, w tym produktów dla dzieci, produktów do k¹pieli, myde³ i detergentów, makija¿u oczu, ró¿u, detergentów, makija¿u oraz pielêgnacji w³osów, paznokci i skóry";BENZYL BENZOATE;2;{Sk³adnik substancji zapachowej}
38;Venzyl Hydroxycitronellal;3;Sk³adnik bezpieczny do stosowania w produktach kosmetycznych w ograniczeniu. Maksymalne stê¿enie w produktach innych ni¿ produkty do jamy sutnej wynosi 1,0% w gotowym preparacie. Obecnoœæ substancji musi byæ uwzglêdniona w wykazie sk³adników (INCI), gdy jej stê¿enie przekracza: 0,001 % w produkcie niesp³ukiwanym 0,01 % w produkcie sp³ukiwanym;BENZYL HYDROXYCITRONELLAL;3;{Sk³adnik substancji zapachowej}
39;Salicylan benzylu;2;"Salicylan benzylu jest estrem powstaj¹cym podczas estryfikacji kwasu salicylowego alkoholem benzylowym. Jest to lotna, aromatyczna substancja chemiczna o s³odkim kwiatowym zapachu, u¿ywana do aromatyzowania produktów kosmetycznych i perfum.

Salicylan benzylu znajduje siê w goŸdzikach i mo¿na go wyizolowaæ z olejków eterycznych oraz w perfumach, zapachach.
Wygl¹da jak prawie bezbarwna ciecz i ma raczej s³aby lub bezwonny charakter.

Salicylan benzylu jest czêsto stosowany jako wzmacniacz lub utrwalacz zapachu i jako taki nie ma bezpoœredniego korzystnego wp³ywu na skórê. Salicylan benzylu jest uwa¿any za sk³adnik do pielêgnacji skóry niskiego ryzyka, ale nale¿y obchodziæ siê z nim ostro¿nie. Jego stosowanie wi¹¿e siê czasem z alergiami.

Jest u¿ywany jako poch³aniacz promieniowania ultrafioletowego. Absorbery œwiat³a ultrafioletowego rozpraszaj¹, odbijaj¹ lub poch³aniaj¹ promienie ultrafioletowe, zapobiegaj¹c w ten sposób degradacji produktu. W produktach do pielêgnacji w³osów chroni¹ równie¿ w³osy przed promieniami UV.

Salicylan benzylu rozpuszcza kwasy t³uszczowe w produktach kosmetycznych, które pomagaj¹ nawil¿aæ skórê. Znajduje zastosowanie w szamponach, kremach pielêgnacyjnych do r¹k i twarzy. Czêœæ olejków eterycznych. ";BENZYL SALICYLATE;2;{Sk³adnik substancji zapachowej}
